
THE FULL IAU 2000A NUTATION SERIES DATA - 1365 TERMS

The i column is NOT part of the actual data.  It is the reference index number
of the nutation series terms to which the subsequent 20 data elements apply.

=====================================================================================================================================================
                      FUNDAMENTAL ARGUMENT MULTIPLIERS                         LONGITUDE COMPONENTS IN ARC SEC      OBLIQUITY COMPONENTS IN ARC SEC
i    m01  m02  m03  m04  m05  m06  m07  m08  m09  m10  m11  m12  m13  m14        AA           BB          CC          DD           EE          FF
1274   0    4   -2    0    0    0    0    0    1    0    0    0    0    0     0.0         0.0        -0.0000007    0.0         0.0        -0.0000004
1275   0    4   -2    0    0    0    0    0    2    0    0    0    0    0     0.0000008   0.0        -0.0000004   -0.0000004   0.0         0.0
1276   0    4   -2    0    0    0    0    0    0    0    0    0    0    0     0.0         0.0         0.0          0.0         0.0        -0.0000002
1277   0    4   -2    0    0    0    0    0    0    0    0    0    0    0     0.0         0.0         0.0000003    0.0         0.0         0.0
1278   0    0    5    0   -4    0    0    0    2    0    0    0    0    0    -0.0000003   0.0         0.0          0.0000001   0.0         0.0
1279   0    0    5    0   -3    0    0    0    2    0    0    0    0    0    -0.0000009   0.0         0.0          0.0000004   0.0         0.0000001
1280   0    0    5    0   -2    0    0    0    2    0    0    0    0    0     0.0000003   0.0         0.0000012   -0.0000001   0.0         0.0000005
1281   0    3    0    0    0    0    0    0    2    0    0    0    0    0     0.0000017   0.0        -0.0000003    0.0         0.0        -0.0000001
1282   0   -8    8    0    0    0    0    0    1    0    0    0    0    0     0.0         0.0         0.0000007    0.0         0.0         0.0000004
1283   0    8   -8    0    0    0    0    0    0    0    0    0    0    0     0.0000019   0.0         0.0          0.0         0.0         0.0
1284   0    5   -3    0    0    0    0    0    1    0    0    0    0    0     0.0         0.0        -0.0000005    0.0         0.0        -0.0000003
1285   0    5   -3    0    0    0    0    0    2    0    0    0    0    0     0.0000014   0.0        -0.0000003   -0.0000001   0.0         0.0
1286   0   -9    9    0    0    0    0    0    1    0    0    0    0    0     0.0         0.0         0.0          0.0         0.0        -0.0000001
1287   0   -9    9    0    0    0    0    0    1    0    0    0    0    0     0.0         0.0         0.0         -0.0000005   0.0         0.0
1288   0   -9    9    0    0    0    0    0    1    0    0    0    0    0     0.0         0.0         0.0000005    0.0         0.0         0.0000003
1289   0    9   -9    0    0    0    0    0    0    0    0    0    0    0     0.0000013   0.0         0.0          0.0         0.0         0.0
1290   0    6   -4    0    0    0    0    0    1    0    0    0    0    0     0.0         0.0        -0.0000003    0.0         0.0        -0.0000002
1291   0    0    6    0    0    0    0    0    2    0    0    0    0    0     0.0000002   0.0         0.0000009    0.0000003   0.0         0.0000004
1292   0    0    6    0    0    0    0    0    0    0    0    0    0    0     0.0         0.0         0.0         -0.0000004   0.0         0.0
1293   0    0    6    0    0    0    0    0    0    0    0    0    0    0     0.0000008   0.0         0.0          0.0         0.0         0.0
1294   0    0    6    0    0    0    0    0    1    0    0    0    0    0     0.0         0.0         0.0000004    0.0         0.0         0.0000002
1295   0    0    6    0    0    0    0    0    2    0    0    0    0    0     0.0000006   0.0         0.0         -0.0000003   0.0         0.0
1296   0    0    6    0    0    0    0    0    0    0    0    0    0    0     0.0000006   0.0         0.0          0.0         0.0         0.0
1297   0    0    6    0    0    0    0    0    1    0    0    0    0    0     0.0         0.0         0.0000003    0.0         0.0         0.0000001
1298   0    0    6    0    0    0    0    0    2    0    0    0    0    0     0.0000005   0.0         0.0         -0.0000002   0.0         0.0
1299   0    0    0    0    0    0    0    0    2    0    0    0    0    0     0.0000003   0.0         0.0         -0.0000001   0.0         0.0
1300   0    0    2    0   -2    0    0    0    0    1    0    0   -2    0    -0.0000003   0.0         0.0          0.0         0.0         0.0
1301   0    2   -2    0    0    0    0    0    0    1    0    0   -2    0     0.0000006   0.0         0.0          0.0         0.0         0.0
1302   0    0    1    0   -1    0    0    0    0    1    0    0   -2    0     0.0000007   0.0         0.0          0.0         0.0         0.0
1303   0    1   -1    0    0    0    0    0    0    1    0    0   -2    0    -0.0000004   0.0         0.0          0.0         0.0         0.0
1304   0    3   -3    0    0    0    0    0    0   -1    0    0    0    0     0.0000004   0.0         0.0          0.0         0.0         0.0
1305   0    0    2    0   -2    0    0    0    0   -1    0    0    0    0     0.0000006   0.0         0.0          0.0         0.0         0.0
1306   0    0    4   -8    3    0    0    0    0   -1    0    0    2    0     0.0         0.0        -0.0000004    0.0         0.0         0.0
1307   0    0    4   -8    3    0    0    0    0    1    0    0   -2    0     0.0         0.0        -0.0000004    0.0         0.0         0.0
1308   0    0    4   -8    3    0    0    0    0   -2    0    0    2    0     0.0000005   0.0         0.0          0.0         0.0         0.0
1309   0    0    2    0   -3    0    0    0    0   -1    0    0    0    0    -0.0000003   0.0         0.0          0.0         0.0         0.0
1310   0    0    1    0   -1    0    0    0    0   -1    0    0    0    0     0.0000004   0.0         0.0          0.0         0.0         0.0
1311   0    1   -1    0    0    0    0    0    0   -1    0    0    0    0    -0.0000005   0.0         0.0          0.0         0.0         0.0
1312   0    2   -2    0    0    0    0    0    0   -1    0    0    2    0     0.0000004   0.0         0.0          0.0         0.0         0.0
1313   0    0    1    0    0    0    0    0    0    1    0   -1    1    0     0.0         0.0         0.0000003    0.0         0.0         0.0
1314   0    0    2    0   -3    0    0    0    0   -1    0    0    2    0     0.0000013   0.0         0.0          0.0         0.0         0.0
1315   0    0    2    0   -3    0    0    0    0   -2    0    0    0    0     0.0000021   0.0         0.0000011    0.0         0.0         0.0
1316   0    0    4   -8    3    0    0    0    0    1    0    0    0    0     0.0         0.0        -0.0000005    0.0         0.0         0.0
1317   0    0   -1    0    0    0    0    0    0   -1    0    1   -1    1     0.0         0.0        -0.0000005    0.0         0.0        -0.0000002
1318   0    0   -1    0    0    0    0    0    0    1    0    1   -1    1     0.0         0.0         0.0000005    0.0         0.0         0.0000003
1319   0    0    4   -8    3    0    0    0    0   -1    0    0    0    0     0.0         0.0        -0.0000005    0.0         0.0         0.0
1320   0    0    2    0   -2    0    0    0    0   -1    0    0    2    1    -0.0000003   0.0         0.0          0.0000002   0.0         0.0
1321   0    0    2    0   -2    0    0    0    0    0    0    0    0    0     0.0000020   0.0         0.0000010    0.0         0.0         0.0
1322   0    0    2    0   -2    0    0    0    0   -1    0    0    2    0    -0.0000034   0.0         0.0          0.0         0.0         0.0
1323   0    3   -3    0    0    0    0    0    0   -1    0    0    2    0    -0.0000019   0.0         0.0          0.0         0.0         0.0
1324   0    0   -2    0    2    0    0    0    0    1    0    0   -2    1     0.0000003   0.0         0.0         -0.0000002   0.0         0.0
1325   0   -3    3    0    0    0    0    0    0    1    0    2   -2    2    -0.0000003   0.0         0.0          0.0000001   0.0         0.0
1326   0    0   -2    0    2    0    0    0    0    1    0    2   -2    2    -0.0000006   0.0         0.0          0.0000003   0.0         0.0
1327   0    1   -1    0    0    0    0    0    0    1    0    0    0    0    -0.0000004   0.0         0.0          0.0         0.0         0.0
1328   0    0    1    0   -1    0    0    0    0    1    0    0    0    0     0.0000003   0.0         0.0          0.0         0.0         0.0
1329   0    2   -2    0    0    0    0    0    0    0    0    0   -2    0     0.0000003   0.0         0.0          0.0         0.0         0.0
1330   0    0    1    0   -1    0    0    0    0    0    0    0   -2    0     0.0000004   0.0         0.0          0.0         0.0         0.0
1331   0   -2    2    0    0    0    0    0    0    0    0    2    0    2     0.0000003   0.0         0.0         -0.0000001   0.0         0.0
1332   0    0   -1    0    1    0    0    0    0    0    0    2    0    2     0.0000006   0.0         0.0         -0.0000003   0.0         0.0
1333   0   -1    1    0    0    0    0    0    0    0    0    2    0    2    -0.0000008   0.0         0.0          0.0000003   0.0         0.0
1334   0   -2    3    0    0    0    0    0    0    0    0    2    0    2     0.0         0.0         0.0000003    0.0         0.0         0.0000001
1335   0    0    2    0   -2    0    0    0    0    0    0    0    2    0    -0.0000003   0.0         0.0          0.0         0.0         0.0
1336   0    0    1    0    0    0    0    0    0    0    0    1    1    2     0.0         0.0        -0.0000003    0.0         0.0        -0.0000002
1337   0    0    1    0    0    0    0    0    0    1    0    2    0    2     0.0000126   0.0        -0.0000063   -0.0000055   0.0        -0.0000027
1338   0   10   -3    0    0    0    0    0    0   -1    0    2    0    2    -0.0000005   0.0         0.0          0.0000002   0.0         0.0000001
1339   0    0    1    0    0    0    0    0    0    0    0    1    1    1    -0.0000003   0.0         0.0000028    0.0000002   0.0         0.0000015
1340   0    0    1    0    0    0    0    0    0    1    0    2    0    2     0.0000005   0.0         0.0         -0.0000002   0.0         0.0000001
1341   0    0    4   -8    3    0    0    0    0    0    0    2    0    2     0.0         0.0         0.0000009    0.0000001   0.0         0.0000004
1342   0    0   -4    8   -3    0    0    0    0    0    0    2    0    2     0.0         0.0         0.0000009   -0.0000001   0.0         0.0000004
1343   0    0   -4    8   -3    0    0    0    0   -1    0    2    0    2    -0.0000126   0.0        -0.0000063    0.0000055   0.0        -0.0000027
1344   0    0   -2    0    3    0    0    0    0    2    0    2   -2    2     0.0000003   0.0         0.0         -0.0000001   0.0         0.0
1345   0    0   -2    0    3    0    0    0    0    1    0    2    0    1     0.0000021   0.0        -0.0000011   -0.0000011   0.0        -0.0000006
1346   0    0    1    0    0    0    0    0    0    0    0    1    1    0     0.0         0.0        -0.0000004    0.0         0.0         0.0
1347   0    0    1    0    0    0    0    0    0   -1    0    2    0    1    -0.0000021   0.0        -0.0000011    0.0000011   0.0        -0.0000006
1348   0    0    2    0   -2    0    0    0    0   -2    0    2    2    2    -0.0000003   0.0         0.0          0.0000001   0.0         0.0
1349   0    2   -3    0    0    0    0    0    0    0    0    2    0    2     0.0         0.0         0.0000003    0.0         0.0         0.0000001
1350   0    1   -1    0    0    0    0    0    0    0    0    2    0    2     0.0000008   0.0         0.0         -0.0000004   0.0         0.0
1351   0    0    1    0   -1    0    0    0    0    0    0    2    0    2    -0.0000006   0.0         0.0          0.0000003   0.0         0.0
1352   0    2   -2    0    0    0    0    0    0    0    0    2    0    2    -0.0000003   0.0         0.0          0.0000001   0.0         0.0
1353   0    0   -1    0    1    0    0    0    0   -1    0    2    2    2     0.0000003   0.0         0.0         -0.0000001   0.0         0.0
1354   0   -1    1    0    0    0    0    0    0    1    0    2    0    2    -0.0000003   0.0         0.0          0.0000001   0.0         0.0
1355   0    0    2    0   -3    0    0    0    0   -1    0    2    2    2    -0.0000005   0.0         0.0          0.0000002   0.0         0.0
1356   0    0    2    0   -3    0    0    0    0    2    0    2    0    2     0.0000024   0.0        -0.0000012   -0.0000011   0.0        -0.0000005
1357   0    0   -4    8   -3    0    0    0    0    1    0    2    0    2     0.0         0.0         0.0000003    0.0         0.0         0.0000001
1358   0    0    4   -8    3    0    0    0    0    1    0    2    0    2     0.0         0.0         0.0000003    0.0         0.0         0.0000001
1359   0    0    1    0    0    0    0    0    0    1    0    1    1    1     0.0         0.0         0.0000003    0.0         0.0         0.0000002
1360   0    0    1    0    0    0    0    0    0    0    0    2    0    2    -0.0000024   0.0        -0.0000012    0.0000010   0.0        -0.0000005
1361   0    0    1    0    0    0    0    0    0    2    0    2    0    1     0.0000004   0.0         0.0         -0.0000002   0.0        -0.0000001
